wallet,total_unlocked_percentage
0x00acf4a1752f4a9e815bdea0fb6c1f2bdc091d18,50
0x00ad92b1dd3dc0e448ac0899484056b292aafb9f,70
0x00ae5c8454e77f4193ea2064f6b9af3fa07449fa,65
0x00af22e7c385b3072f99d96f92d16c8b02bf8135,75
0x00af5b129bd6b2993d0380f4bd50859452cdb1e8,75
0x00afa9bbbb9f11b48efdffdae516b13b2d59a11f,10
0x00b137ca22382881a0c17aae7f7bf849ff9fc697,75
0x00b15ece3cf2b0f50dd4aff1136781fc0c97a26d,75
0x00b18f92621ab98af7abbfbddf9377dd072280ef,75
0x00b1ebba68f12ec5a3e23211e3bb7bbd0f7fb587,15
0x00b2309aa3b2c23a62e2546f929c858f45e73af3,80
0x00b26190dbc6bd0556143425dc0ac2f08e6ed066,80
0x00b2e303c4192bac51ab2141a758f3761e356108,50
0x00b3aacdeff34ae0cca14cda731bcaa5570d38c8,65
0x00b53a7425b878333b1b84781f0ffd428a72d956,10
0x00b577938c2686a95c03488c924728d9ed735e6e,15
0x00b5ab4d3e22bc7e6dc3376b69fae7e80f94888b,80
0x00b5d1074ab7da305d4559d7dff407fff3636955,75
0x00b5ef00572593357d93b6014ac0633f8174dbf6,70
0x00b6103990525cbf98c5f6dc8c323d53e377751d,80
0x00b61272c656b1c4df040130c3327958a027655b,50
0x00b76647c6169f68f550cdf0ec9333ceb62c315a,2.5
0x00b7b5ca3d6ad62697f478223a8c93eac593c090,22.5
0x00b7fa7e4c27af97ca0bd61408990bd5f743ec06,5
0x00b8030fd88a130bd64b95f71a70a961c3fd788d,17.5
0x00b831366bf14c20c330be0ea4d5ca399043a79a,80
0x00b832fa2d726a067b66985f9f23961ad4eff99e,75
0x00b8d8a3d449d71dd4117d471252194a872808ed,75
0x00b93a25f8128eb746701b3882a3270ce168d590,80
0x00b9a16a3434a882463beaeec9c7626e2e032ddb,80
0x00ba44f99437801debcb4c86c4e1351733abc31d,55
0x00ba6e0a2a32e0de654f4221ff8cfdb92c8b536b,80
0x00ba906807988a92b2eb8350ad851624fba1e723,75
0x00babc8fef3cb9676c078a6085eddec7dd18f905,27.5
0x00bb13248ccdfa4238346291a13caee5195de013,80
0x00bb3f83863bee9ad095cb86684f0e182891a209,75
0x00bc2437d914e5848bdb8fddb779a513701929bc,50
0x00bc3a58da97abb5aa697e9babfb6bd90997fcb1,50
0x00bcc4ca5b4c29ceedc99273f74febb65b2210ec,10
0x00bd0862fd4914a744f506fb609cec715441e4b0,22.5
0x00bdfc714691c8fda6677bf57f95a4ea708f8e93,75
0x00be88fb4bc6f809263dcb36d9f775b00edcc8e9,10
0x00be95196e9616ce26b0844b4a1a291ff0e3e6c6,50
0x00bf0a3b194ce5564e28ccdb65fc0cde076cb811,80
0x00c096057f73cc4e354e09f7efc7a056d85fc01a,52.5
0x00c09bad5ee18c635b43cb615a1180ac527f9788,70
0x00c16a22a2bf5c194da0462395af57e5afaa44de,2.5
0x00c21dc02192042b733e504838e685709085ce6a,80
0x00c26313c5c75628db96bcf4eee35e46cc26ecc4,60
0x00c2b79585763357ba5dcb58791e6b2dfe834ba2,10
0x00c30adb9148ac9dfb5be5ddb127682ac2e9e485,80
0x00c367c925e4b2dd5f52e166697f70775636f68c,75
0x00c37f79b5c10256e50d483765d6a1df80ddc24f,50
0x00c42efd0222db1446a7da86a457fce20bc5c91f,25
0x00c4754ae4803ffb385b91969371de423bd03ca5,75
0x00c47c4bbbdac61fafe041d448e9a6103f32248c,80
0x00c4ef323ac01304871817023876cf5760c3f8c8,10
0x00c50c19185fe311f9b78196296ac538b95ee59b,45
0x00c60e097775f6080ae19797c92b4b60072a947e,80
0x00c8158f670aee368ca7c56ccfbda0d911145e49,50
0x00c815f650d967f859d0d43313de76edb19e02ed,32.5
0x00c8a3091b3b8c4ba38e2ed7ce795bc81572bd13,75
0x00c8c16574ea8f53a402a35cdd40a1c3a75cdc36,10
0x00c8f5a8dc6b94e2f72ce102b797176d4f1ff1e9,45
0x00c9339c5eb4c26ecf436655467e82b3cac2c7be,50
0x00c97efcf8cce1663d67e2bfb674c6e83f50fef0,75
0x00c9b2be94f2c72428505d3779988dbd6e5e20d8,75
0x00c9d5ce4ca03ce18992b09a08646568e374e603,30
0x00cb412c041054b9c30f729e455fd4ae2c46e09e,75
0x00cb6a71be9f9b7883f165b1bab402dba1aa7271,50
0x00cbb9b1b6b1e6a0f28e50a5c0553ce922f9a3af,80
0x00cbe134e12a625a9e62523274a5cb115a18c4aa,75
0x00cc1d1ba38a71aca50f676de9519cd66606ccf5,27.5
0x00cccc95321530c0379c316efcf52b022256e7e0,30
0x00cced1fdb01d99aae1400c7ad761ce2a1c224e8,75
0x00cd074e393db495b56b2f835636910a7eef35a1,75
0x00cdabf398dfea053172377ec57c4e7f60a11111,80
0x00ce41d4709df20f8a9382699d0c912df33e5520,30
0x00cefa61d3b83c5e35604e61328a6c5b5cc6683f,22.5
0x00cf382d0944ceb3cfaa927fc7473f7361d9bc59,10
0x00cf63fab44e827a4fb12142d6e0d8e82099701a,80
0x00cf87c6203ffa6c3b66bdde6aa2116e35301309,75
0x00d010cc59bca2f52dd15ed6b6c561e2e727e54c,45
0x00d04a5628b4784cc7125bbc5393962b70005613,80
0x00d09d74f6fff32942865325ef1113eef6300ff5,20
0x00d0d0a5fcbdf8dcfdafce73d68355237232577a,10
0x00d124dfe473806a60a0aafbb006d531d6003b12,50
0x00d1426ebc898f5e3199be4d3d054f9291d17081,55
0x00d1bf3cdf41ef766abc26486d2cece09a3c388b,75
0x00d26a336cf943f06adb2d886dddf2e7d7fb101f,80
0x00d2ed05456f362cb3e1fe9fe64f6453aea34256,75
0x00d42f8583965e939164a923bdd5cb7421cda57e,75
0x00d446ad88433cdda356b3dbb01d2161bf09a4a0,80
0x00d52b8c370260b8f50620449bca0e5a2796697f,45
0x00d56ce54881cad85eecc6b885cd5956996b19b3,80
0x00d59effa85aa8360b59a9b0d66814a7015c120d,40
0x00d5f937af3f0eee3dafbff626919526eb07a549,80
0x00d71dcf91921c3b8c36e0421cffbe21d11e96ac,80
0x00d72e09842f78471748891fc723cc813ad1e097,80
0x00d7bf91d5a7ac1d4ff14def9634ed38a05e31e7,75
0x00d8ec720692c39801f3f571426654a26a320e12,75
0x00d92850b4cfebcf357889bafe9fb5bd4ecfd420,10
0x00d9956d69d6499e8a58d79349933eefe2993622,10
0x00da4444391299301d667b17d8873d390df806a4,10
0x00dab6de7d02ee5bef7bbf2dbb05182f53f1191f,72.5
0x00db218b8355362f5ccfd0883803832c9e19369d,70
0x00db63a4b10334737534cefb45b726ec69bfc58a,50
0x00dbf8238b105d8142233affc0941fa71571a810,77.5
0x00dc3221591a7514d07c52907539c52b573b9006,75
0x00dc9ddb0d9baba3fe109bee9bf1ec97f9bce5bd,45
0x00dcc012075e34e712c145d35a0155b487983fde,75
0x00dd94d93f845e6e2bac2b278ed05a4cceaae91d,75
0x00dda9fd9a50b4d5e1586d1752c3b3840e4f0234,80
0x00ddc7644d73bdf2c10d2fa95b12b5cfedccb67a,80
0x00ddebf7d626d73334e4c202f0b30d09a5bfb6e0,75
0x00df7610fe3115ee00a77d44e8e20d1f96340806,75
0x00df9389e67a5a89cddea52e15bad6ad65e66d29,70
0x00dfaab62e91eed7297877eb13a7a3bb4e29f938,10
0x00dfaf438ce3f86884cfe439718448a54c0fb920,75
0x00e0294519263817f86650117d3caa2749c19b88,70
0x00e066fd1eaa78f41576a23a8c34e747cc88320b,42.5
0x00e0895f8dd3025c2aac2e9ea7b1a39fb1698a33,70
0x00e0e8f18cb71c05b37b43993b4d880787fe065a,70
0x00e14344cd9f156bbcf308f900b4c0b3f11cb33d,52.5
0x00e1545abfb37214c1eb87f53dba0e88d4312e6e,70
0x00e1a970edc9db9ea76292c46ad1bf71899770ba,30
0x00e1d8d8d9245c442c2e7be8e1e2956c1360c73b,80
0x00e24795f3e9b98717b2c480f4728e08f29cbce5,70
0x00e2e050dd12c9842c41ea88905ae0433f629a75,50
0x00e310926ea66bf823e31054129c72a37297ceb3,75
0x00e31bbb3776fed57fa09b9d509e825952823ded,75
0x00e381cc7aeebebeebe6e84a077f6af97a50b766,80
0x00e39304c139ebc5b03576da1359eb2ecff07e75,10
0x00e4a6796629b60f73db5026cdc411a276c4fff2,80
0x00e4ab58e68aa55ed57c7fecd840883fd2ebe0a2,12.5
0x00e52a7476566aafe7fbf2d42915e59c0327fc43,30
0x00e552ac5a949fff227dece8967224d946df6142,75
0x00e5ca82c472259081cee6dc71f6338441a15abd,50
0x00e67f9f9bec913bea5dd2f0e833b5faa2175fc2,75
0x00e6840e8e3ba6a63558b85415852b227fbb245f,80
0x00e6ba454692506fee40612ca87fc11aa116f778,75
0x00e7b49dbc4c2a64fe679ed0d00533f4d8d9895e,75
0x00e82d0ca814a8be41cdbb455f8c58cf2ccfea8a,75
0x00e88d0e907d8611ef68fa4af2accd26179d6e17,80
0x00e94dd5ded7a1cad8ec0b502614cd1026d53041,75
0x00e9735368bf9433891b90b89a2d43b110d0755a,52.5
0x00e99009d60a577aa35cec5af439c354a797b089,50
0x00e9ba3dc1ebd6f585b9f5bf8a33a975b5f8a7de,75
0x00ea331dee900cafd2af2e672a6e9b958cc4f358,10
0x00ea33efd97d74b9c36e8a214881f0572d7b5db5,75
0x00ea4f77fac98abc6ba1e45274232d28ba31c9ff,80
0x00eaa3469e17e9c31ba159dc12f0c8fa164b0f8f,50
0x00eac8c4f8b7baceb10efccfe0deb763a98f63c7,80
0x00eae0f664682f868988372b1495edffd4c7e488,80
0x00eafb6fa8e230212e08cbe7b6d37f4ee4e11d7d,70
0x00eb0405857d123f56be8ecdd53bf1f2b56ea309,70
0x00ebab508e7c6779ec4775ecd75d3ee788634d66,10
0x00ec8dc0e5eb05283c430ab46d550aaaf4194a71,75
0x00ecf1affd7426ebd20d4794d5182206755a1084,80
0x00ed55a4dcee85ec08ee30992328bc0b8ddf8b04,75
0x00edf09628f60be30de97fb80ea1942363022959,75
0x00edfd3d72f3f1b38efcb48a94ff61cacb3e2b7a,20
0x00ee012d4478b687e950c96b320ca152c3985968,75
0x00ee60c419924fdec8b501057f243cf960895736,80
0x00ef071dfd419ab7d449802137099c8418023e35,75
0x00ef2bbced9bb1880802040d850a02315c3fb7d2,50
0x00ef39fe23a996aff323fe3068f1e0c647ecddda,50
0x00f1364ed4ffbea51a4c054c59d69e6d5de46545,10
0x00f1495a2017997b0a77e80c93e742644823caa2,45
0x00f1a3d8fcef6f6e80d7f57245d28593bcba9168,2.5
0x00f1c7fc5c46d5531dc45cb3310ebb1a9b8ba5b4,50
0x00f231f18ba3d7be2800d0e31e0df0743fad197e,70
0x00f2758f89fa758997d1d73d078925b6e68b6228,80
0x00f2937a0284f9e070b7351bd3d8f2b2e9affa3d,50
0x00f30e6bdc802065697481e6b570bd376cb1b6f7,75
0x00f424b6e90845ad59414074f32d4053d396a869,70
0x00f4ac1ce25a2394e50cded222991d7ad7cfe9c6,70
0x00f522f7da7452ca9c099a9a2a703b758e7b72ff,80
0x00f5366680f9f7c4c0c26eee7482bedd5e721d18,12.5
0x00f5418c0c794aab2482d3d18867d026ad370d07,50
0x00f59fefaca89456f00172a15207589f69f91a6d,37.5
0x00f5ab1fcde58a6a8c47c94969bd847654bd8915,75
0x00f60d1917396c3700aa459ab78204bd55cbab22,80
0x00f6d8bebdae2caf2df2934000bb0c07c79211e7,5
0x00f834b3a5ae977d5943fe6da85896d91b888658,80
0x00f84fa11a90fd210311641ba46faa62942c0053,60
0x00f897569ebfbf2067d4eedff44dcd07f9e03b24,75
0x00f8f4de694a21dcba6f163b1824ed4f6f43e728,80
0x00f9291abb771feb7a1192cdbb3a5870ce504342,32.5
0x00f986aba1028ed027f4d81e91020df7b17c7249,80
0x00f9bb396d3ce30fbef36af451b189131ceafd38,75
0x00f9d53170ce28aa9d11f01e3836030f82b785da,75
0x00f9de8a37ffaaae173d187009f425b19ca59dc5,47.5
0x00fa4c1c65e9ca6f13e5e5d8ac416b84158e7f37,75
0x00fb82ce2fdfeb259dc4111b36a42bbbb8cb2555,80
0x00fc44f34a3279833783997bbbee1168cfa71ace,80
0x00fc4d89e2ac1199789579a6d2182df1e097e12f,10
0x00fcbf7ae020a9c6b6043ffacad7b66d1dc356ee,75
0x00fcc72e0ffe6eedef5da4bb8f6b604d60c88363,5
0x00fcf1853ca1940cc1a742fd75d0a1ddccd3ea10,65
0x00fd9682967b4ca62579c01da7f6af70e52a8149,50
0x00fdba8f9572c6462888acfb859cadfe2afcc19d,70
0x00fe6641b528aad770796b3ba0104c7293d7bce8,75
0x00fea48562ca7fb8c2d544200cf0a950098259d3,75
0x00febbf69d4d2a6645232524fc86abf665347998,80
0x00ff04225817473e5d6fea2a35fbe835dde87122,75
0x00ff52dbfe6a756fdf6db86a733e7265aa8897d6,70
0x00ffed245dbcc4c13efe9ab4e101332c55ac0cc9,80
0x00fffad2754f66463eb3f490b4eac3586c143914,80
0x010077ba0c68be64d5541e11a28078180132ecff,75
0x01025f369c6f58aaa078c703b6cbbeb9976f5621,42.5
0x01030d7e946814f2476d6a7b11e6722ec3031622,75
0x01035be087d04148d61e627a0062b526bd0c781f,17.5
0x01046af094b3f311967a645a94ff589a2e358e77,70
0x01049add5b393acaae81874d1520f64515b1f06e,80
0x01053bfb28555b5aa0f913d80a16f94df73c5c16,80
0x01053d26955c6dc261e371ce0502d1352ee368ca,75
0x010565f1ab1a19930f6fa8bf4f838fc5e46467ab,60
0x0106df8526e6cb9e94b65624d8a47a26acd2c4b7,77.5
0x0106f021cdce0d135219623cbcec8e71530e6bf4,80
0x01076cd6c8b5f1338341e96c121d45ff76c33e4b,75
0x01079721ed49e5ceb3ae0f38f4061d6b95bdcba8,80
0x0108ff0d4d8c076a6e8e1297331196daee002722,75
0x01097943ea16c018ff0059de4375f515726118f2,47.5
0x010a28d3819d887e81a88dc1e0d2188211a36d9b,80
0x010a898162c4d1aa3f7002f47fbd1af42a8164b1,50
0x010b1f397b9d6125d4ace76f03a80fb739ee6212,22.5
0x010b4061f37b4b317d3001fad5cf40440671beb0,20
0x010bafb530ec14a2748c9cec38c66c1494f55ba0,80
0x010bfd7a59c4dd35e2451768e64686fc82425a6b,62.5
0x010c616617de6e10aaf426cc8c1738d316c2d9ac,75
0x010cab5497e6e12ba72f04ae74e0fb8a7213dd83,50
0x010ce0084170f4a66d34fbc3232968a089d04759,70
0x010ce0c66a36657e4112ef7c05e603af1d132827,75
0x010d13a43c83c0617e93d4efd41f596abc590230,25
0x010e25a737d32d5bf604ac718cc43eaca3db38a6,50
0x010e72abed715213228fb7d29e0b39cd3282ca42,47.5
0x010ebf01ef6b3868256046d8bcb0dcf2fb307192,10
0x010f58fbfda2b3dfdc19b33291db2b2211953bda,50
0x010f93ea069c31b815c027a70edbc8b1b2adb3d0,50
0x0110ab9c9eb4b282cb33eed49e03c8e44684504b,80
0x011120f548bfc6907ffc91782b8d5748b75b2586,80
0x01117e94f863acafb8f0db5c05f5cb58a20e16a8,55
0x0111abec006bcb8245dd0913e3ddf4501b03b8b7,80
0x0112b5ac3322ab88c9aac3b86ac9f85ba4930b00,80
0x0114301542ac42b16d6aeef2e3b8cb711d1624ef,75
0x0114e58e2d2e6d70d5080bde5da1720e72e6d367,80
0x011537b7565625cb3759eef42a1ee46b5611826e,75
0x011597a606c257300672d1893dae9d6b607f8c22,80
0x0115a3aa37d5c43e09e02c96d02f6c85611a9dfd,10
0x0115bf7fe19f8574ae3563e61f3763b422cbeb36,22.5
0x0115fab27166d8a5a6eac8c320a6749b7edd1741,50
0x0116453a8850ec64366ff2d9c5e1c1e19b531547,50
0x0116475951c34275da9c5c2bc4fb6029070357db,65
0x0116b450fa733a1610ea07533cfb76d2a1a9e14d,80
0x0116e09aa15c9831f61feeb49717fa5f1123d6f3,75
0x0116f7c64324a4e197b3ef606543c0d38fae9864,15
0x01174f5d372554db5a5ab986a67abbb28d2c60af,37.5
0x01186c91c35c7c8d5751900388ca9ac0d784015f,2.5
0x01188b0f3f7ba7633fd9e3f023419da299b0bc91,80
0x01188f4b00df68f56d9b8a89da09284301f857d8,75
0x01193639a61856e9e1009fd56790358672afa730,10
0x011947f386746740f23a99bc3dfd274e4af9d271,80
0x011993621dc005477e2b358ab84b6316fc4e56a3,80
0x0119ca636917d347e365f23b2917eefda66e7e59,75
0x011a244ab7d37293ae540d85d70f411a8a6a4c86,75
0x011a3b7d99f72aa98936d50be8031b61b9e54625,10
0x011a869faa17b0a9c619184d42b391e9558fe511,80
0x011ade8f0ecaeef448653862eb0535783471ed20,40
0x011b8b299a276d552b0c3f8e59cb0d7a2b1adccd,75
0x011bab43e8f6a5cfeb0f537d48671caabffa39a4,80
0x011bb689fad59765daf22c85378917286ae9ece1,70
0x011c64e2db7726b32a77cd76c9f6d1449a093620,42.5
0x011cdc89927b7c1633b710c17f4152a14ae1429a,80
0x011d03f15b09e3db4f360e093bd5b79af227736f,80
0x011e26937bc5d3318ef47ff8506bc60c205390b2,25
0x011e2cfcecd992e76acdcc37a2babfe255384f53,10
0x011e6f42371b84c426995ba751a195d38e5dc281,80
0x011f24866093c2efabd7640ea95889c00b4e7c1b,70
0x011f55a7e0fddcb9d1b94c1b0cff62faeee1559e,75
0x01205cb08edca867c9386e85371dc109e726d572,10
0x01208e7d314e90dba0cc65bba4ef42e9a85ec5b3,75
0x0121232649fbf91829a19c6cfbd407df39a208a3,80
0x01213dc7cf57c6dff1302a37c90da1950eae8276,32.5
0x012164b8171c3873bc93b7d97161db0f5804d202,25
0x01219fc2f1da64bc03b1d85252c4d721c01ec347,80
0x01223379db590b0c398ec25c0db2504436f52cfe,75
0x0122a040fc3eb90f93845853429ba49d540fe2fc,10
0x012430f934bc381d9f59a28ea34363bce170353d,10
0x0124e952225cb620d9b5a265a27a5d1f41e14fe6,80
0x0125e39dd1ca240d11376d5c2953b4b844c11a42,75
0x01268940b3b854bcc989eb9c47fb939eebab59a6,80
0x0127093dee47ec0e7de04dab3a252f1a28b7a993,70
0x0127125cac3b883a3707e9bc375b0f675b82da27,70
0x01276df824b6752b7057d49c4ee4221f24577ca7,65
0x0127a520af26d3186017197c083ab119886ed26f,75
0x0127f744124236da0982832047c0909f01d02ad6,42.5
0x01284fac8c2b6a28414b3fde19f73ee49a5cf18f,60
0x0128f01cbb6cf29e4efcd0687e9d35e14c882b11,10
0x01291c072fe4d3940306d3e3e177a28d73199d1e,75
0x012b10285842760df50b29564c361a9798791376,80
0x012b40a3533c10856a03ed0bdb256b75930eb984,80
0x012bbfd6da2e86756dfee439c0c8939220230071,10
0x012c2baac039345fce33bd45623c38aef1a9d192,45
0x012c42e68a8c6b61826631a7a87b364c6073c502,75
0x012d8a4d8fbeff362e84cf45f0d4d00951b913a3,35
0x012e1736e5c2f4b06bf2499b1383bf1cd6a62f5b,75
0x012e34588c15bfe75da3e5296adc74215850ff5d,80
0x012ea36c8581f9add96c8f397050825312e617c7,60
0x012fe4082089654425425e967cd04fed4c919d83,75
0x012fea7b1d7ca126fd1be041b65e807be238426b,70
0x01303e639393fc8026790870df339f6ca21d8de9,27.5
0x0130fc4e6d298231468ac1afadd3821ec5e38479,80
0x01310c01bec7bdf28b99926a77fb18508e9abe69,70
0x0131a75e31e84f18fdbc49f6f917b07ab5e88b79,80
0x0131d924bf1f13bd40ee3c28297f32674c36f6e5,70
0x0131fa90f7eb4a8eda5f61f3aba7020307f1793c,80
0x01325462bf2a36f6884053a2b34c45036b1663ca,40
0x01328e82fbc87d90fcfe7ee3a7932a6da3148f5b,20
0x013404fedca55803cd3589190fc6f2028033a4e3,10
0x01352bdc67dd2efa0af2fe5cd9a3e7b0ea04ab8c,75
0x01353b069f52c558f58d6fd8b904d5de0660d25b,10
0x01353fdedcd7f4a27e16a7519dd29ff39bdeb6e7,70
0x013646c834e4cefb17a04ef66e63f435b2282b45,75
0x0136553a6139efc7b8088470f4837be112b7ab08,75
0x013732dcc89efdb1f1c2648b6b9884b5968b1bf4,80
0x01376d74bbca878a7438f6a499bd6819ec25149b,65
0x01378eb66132cfae2932e43647887990fcbf0225,75
0x0137a499d6061577616e7ab73fd95381f5cef9bf,75
0x0137c2900f8982bfd235674cff913d18acb722ff,70
0x0138218c7d775474202af17fda3bf4824341839d,80
0x013a3856dc17936f1c92e2ccd2e70f739a647901,75
0x013a67204bd494aa1a5d47b95262ff51fdf232d2,10
0x013c0e51671997a85a5ae54bec0ca95f34f1e596,10
0x013c99b493d02f5e0bdb776a24e6470ca52cbd0b,70
0x013cf625543559b4f44edfc22a56ed2e42d10f5f,80
0x013d03f02cb7f72efd44be33f08c405a469e2cf4,75
0x013da7490ab474761c9702bea146043f3f37e9ab,10
0x013de3f85eb03731a37af3267aac7596ec697880,70
0x013e8455e29a6c9943e2959dd84c63522bc589e6,80
0x013ea44e2bbf7ce8d6f29cbd69073493ea3d6245,5
0x013eb74bd2b0ec4fda4741eef73ec6146911f8f6,25
0x014069f7c8805221a77dfa65b389433c8c2f2da0,12.5
0x0140749861b21b591dc1c3dc6edec3fbba645d45,10
0x01426f29ac3c465a511e86ed55a758def4d7c1cd,15
0x0142bfd99dc1e7908ec8bd657bbc8caf195acbc8,10
0x0142cc708a9db9fbbeec8ca88578a0a2f6c0bd36,60
0x014370560620397436f905b70b7a26a137cbe941,80
0x0143bde7c3a959b6e34ad46619db3afb88f10eb8,80
0x014472a1cc1a61282311cc256b9b8cbc999a2561,75
0x01448c7dedf1fe46702cc581c03dd4a1e9f60e25,70
0x014576c28fe1e1c9247d49decaba3b0d4080bdb6,10
0x0145a43b040096c0eccbfe1d1a133aa20417eec4,70
0x0145e6686a1c78f16bc3b5e109f7a00bba090ab6,75
0x0146508251ad5db1198d08a7267e1f0876e6a651,75
0x01474f8981d35fba4894e3a196dac992024ffe2f,80
0x01481484249e3095b65520150f330b341e81e5b3,70
0x0148627e6990a5bd2bcc79169e6d22a71f0e1a7f,70
0x01490aa54fde36af21561d5a629c35d2445e8217,80
0x01498a9c3b09b6ddda3ca4b319b86de5c26dd50d,80
0x0149a23f3c31f7fc0968739fe3e7b95966116125,75
0x0149d62ac7351d84750371750d19715c178887b7,75
0x0149ed19cc10b4ae65cba622a7545feb6ba48189,10
0x014a2a96f958c03f0e6271d83c778dc8c2cf5c4b,50
0x014b0aae2a0b4993aa1270ee0fadbf10169d1e9d,75
0x014be9c6436c4885d695af0b880db06012bc1309,80
0x014c4c95bf44462c2d47279eab9a643e985e7d23,75
0x014d537dc8a4f89b2396389094408b26782058ee,80
0x014d6f2f8854f428d6e5a9e7c92e200c59c70389,80
0x014d80efb5d1c987b4912adcc90fb1a28818986f,67.5
0x014ea2520f4fa5da99524abe4b706be7fd73c89d,75
0x014fe00b0a25346520a7c52961d0c9d5ba794838,80
0x01502487320b4665e7557c0c4a6b836e6f7dd383,12.5
0x015097f25e3ab59985402b80e7061f794cc5b246,5
0x0150ece88e095db48bab63a7a7f237056a050782,80
0x01528fc9bfad0b3315dc27b35e42dd81191827f4,70
0x01536b0ad857fa7d1b1557f91d3bb234954cb5aa,75
0x01537d9f7434b5985d553786c944d1d710049334,80
0x01541b53f67bad77c187fc04e6610c45a7835283,70
0x0154582dcbd67fdd709e4a0b28b91345354aa085,70
0x01545e5e22808c7812d45667d45b9243eada4a4f,75
0x01546bebc665eb16c6963ae42f1edf311852a8ba,80
0x01551477d609f2fdb6f02a76a2e3a0af51b62ab1,75
0x015516600b657773d6161cd64a6a1113a4c7c552,2.5
0x01560108bb1b3b958dba2f08da8c5a9cddeac0c5,75
0x015618f2eae4c47e34bf16ead0b1b031567f7129,75
0x01568b585fb55f85c9d440dc8fa19ff440ad6f7e,75
0x0156b43f9d4d011950dc246458f5826d6bcd96ee,10
0x015761fb69953590d05b5c801efcf6514fafe631,75
0x0158b69c5d4a355ae0c5020ab523287ee69fac73,70
0x0159214da96680c85b10cc15210675907cd7b3f1,75
0x015929ae7d90a23f74b24f720b46f712cecd76dc,75
0x01598850c398d978728b57e0dd2013d9a8eeeb9f,70
0x0159a7b766a97bb767fad5fbd93e61264813f8d9,80
0x0159bcad05c1fde0f50d2f10711caf2177427f62,10
0x0159edb93f7ca0cc5c1d0a34384ad883d1fd1d1e,10
0x0159f4b825eecd3e2c972847b029a6015e2a2ca9,12.5
0x015b40b909cbf0e7d030d1b1a106339036633f01,80
0x015be223deabfe2cade8bb96c262a8b4f1d86129,50
0x015cd01a8476cc89954b67af75632be7ac3af743,75
0x015de85deb0812ad73ad9baa74df0e27ddce9676,75
0x015e70366daa781a05381b0bf38a09d28e28736c,70
0x015e9367b9e3f4ea7a2fc4b9d22b73a4360a03ef,75
0x015f8e956cea1364d9c560b563f03bfc8ff2523e,42.5
0x01609ab55976eb85fd9205f349fac9a693490e8b,25
0x016173d21efb6ba93e96186140d8e0cb8844084b,80
0x01625bb57870a1ae29f7133d278ab7c9ea81b437,10
0x01627344904dc9db3fac92f5d7cc092eb2253bc7,75
0x0162d5bfed412b5f65855551b9e8eb3787e12fd8,75
0x0163058c8a99ade4665678082cd6672643aea86a,52.5
0x01639637e9876e543638373dbbdbe7aff36bb7fe,80
0x0163b91f8db9e3f1f76923c6ba3225b1d9faa801,75
0x0163d8633d66420fb304bbd31524e8d22829731d,70
0x016441e99a23694a18d386caf01a0b2b2ea91e91,55
0x0164ca45a912cd9cca88fe352b4ec8e7f0a41de0,80
0x0165a29ac6e3b9fda83ebf1a7f3295d393a0228b,70
0x0166163692e5492bdb437f268024b4c7b7f2c4e6,75
0x01670927ad8f5ac96b24c6f563bdf9052afba84c,75
0x0167631106db9bfc29cf892d52e61db9eb7e2474,70
0x016795127375f71b5ac1caad5e3e1bd9627926c5,80
0x01680dcaa769168fea33082f1090789b916ad626,70
0x01684ded0415d64e03a15ea6e5413236e260b057,40
0x016883a38602dfd46e01989885ade68d78f5cac0,75
0x0168a77567b26856bf7a1804bd7143eec08fd787,45
0x0169092285c85273ec98f8a51932879502e2501c,80
0x0169312b630484b92d4f2effd84cd42ecfcdebdb,10
0x01693c2e9dc1c8ebc4a027dbe6a645aeac88a92e,45
0x016a61be742d8de1ff907cbd3f461fcc09d2c9ce,70
0x016ac67ab3606cee990530e20ed2493ca29b21a0,80
0x016b015723b7499b6d87b0456b4329b7626e27c5,80
0x016b56f2bdbfa33d388a1e54780e3056f9913e96,70
0x016b7e916985b075cb06e6d5f770cb4c90be49bb,80
0x016bf28bc87cbaf4af3f5e6efa513902eac9759a,10
0x016cef7689934f0a1ebaa15d16126cb00cecf79c,75
0x016d22de7c1c1e60d5775ccf527ccf5adf86696f,10
0x016d5b3cbe80ef16d681d68a4bdf1d94e05ecf96,80
0x016dad4f72c3134e50ff096f4996a71090a39d68,70
0x016def7de3f8aea0242b12494f0513a5290766ef,80
0x016edf15d5866ed874dcac15346e327b6829a4d8,17.5
0x016edf6405cd74d53c19dd7ba99ea081fd336a85,75
0x016feafbf701cce5ec335c2decef714d7eedaa91,22.5
0x017291f16d3ebfc3e6cff7f8eb8957b7227eabec,10
0x0172a5f81d202f0189bf9ce29837e8d1dea17e48,10
0x01735d793c3f8b081430a5d3e7f376e9d64d8f55,12.5
0x01758af123e3be1325ec6cd5bd6af76957ba8ad4,75
0x017629652fd06f3ef67af46d535e4814289664be,10
0x01763d8d6c64688472184a3ab7d2b42958ad9d00,80
0x0177439663a8680e79f362fc974bbd075b6acf3c,80
0x01776b3de5a92a651fca584028817becfe66e793,52.5
0x0177a8beea876b2fff79f41f153ddc86bbba3a40,55
0x01783bf038cda58f8c8e524160cb5e6e61b3edc4,75
0x017916102d4c876eb2816beb16b005e359a688fd,75
0x01793d0beab8e5636561a8c25e06816aeea87bde,5
0x017945cb6df5bfa827033c1bfe175f8a9744b7eb,75
